"","Municipio.Fato","Natureza.Ocorrencia","mes_data","bo"
"10674","GENERAL CARNEIRO","FURTO",2014-07-01,2
"10675","GLORIA DOESTE","FURTO",2014-07-01,1
"10676","GUARANTA DO NORTE","FURTO",2014-07-01,16
"10677","GUIRATINGA","FURTO",2014-07-01,2
"10678","INDIAVAI","FURTO",2014-07-01,3
"10679","IPIRANGA DO NORTE","FURTO",2014-07-01,1
"10680","ITAUBA","FURTO",2014-07-01,2
"10681","ITIQUIRA","FURTO",2014-07-01,14
"10682","JACIARA","FURTO",2014-07-01,41
"10683","JANGADA","FURTO",2014-07-01,8
"10684","JAURU","FURTO",2014-07-01,10
"10685","JUARA","FURTO",2014-07-01,23
"10686","JUINA","FURTO",2014-07-01,56
"10687","JURUENA","FURTO",2014-07-01,3
"10688","JUSCIMEIRA","FURTO",2014-07-01,10
"10689","LUCAS DO RIO VERDE","FURTO",2014-07-01,70
"10690","LUCIARA","FURTO",2014-07-01,1
"10691","MARCELANDIA","FURTO",2014-07-01,9
"10692","MATUPA","FURTO",2014-07-01,22
"10693","MIRASSOL D""OESTE","FURTO",2014-07-01,17
"10694","NOBRES","FURTO",2014-07-01,11
"10695","NORTELANDIA","FURTO",2014-07-01,1
"10696","NOSSA SRA DO LIVRAMENTO","FURTO",2014-07-01,6
"10697","NOVA CANAA DO NORTE","FURTO",2014-07-01,2
"10698","NOVA LACERDA","FURTO",2014-07-01,3
"10699","NOVA MARINGA","FURTO",2014-07-01,5
"10700","NOVA MUTUM","FURTO",2014-07-01,51
"10701","NOVA OLIMPIA","FURTO",2014-07-01,3
"10702","NOVA UBIRATA","FURTO",2014-07-01,2
"10703","NOVA XAVANTINA","FURTO",2014-07-01,47
"10704","NOVO HORIZONTE DO NORTE","FURTO",2014-07-01,1
"10705","NOVO SANTO ANTONIO","FURTO",2014-07-01,2
"10706","PARANAITA","FURTO",2014-07-01,12
"10707","PARANATINGA","FURTO",2014-07-01,21
"10708","PEDRA PRETA","FURTO",2014-07-01,15
"10709","PEIXOTO DE AZEVEDO","FURTO",2014-07-01,10
"10710","PLANALTO DA SERRA","FURTO",2014-07-01,1
"10711","POCONE","FURTO",2014-07-01,19
"10712","PONTAL DO ARAGUAIA","FURTO",2014-07-01,4
"10713","PONTE BRANCA","FURTO",2014-07-01,1
"10714","PONTES E LACERDA","FURTO",2014-07-01,54
"10715","PORTO ALEGRE DO NORTE","FURTO",2014-07-01,15
"10716","PORTO DOS GAUCHOS","FURTO",2014-07-01,7
"10717","PORTO ESPERIDIAO","FURTO",2014-07-01,5
"10718","POXOREO","FURTO",2014-07-01,4
"10719","PRIMAVERA DO LESTE","FURTO",2014-07-01,50
"10720","QUERENCIA","FURTO",2014-07-01,17
"10721","RESERVA DO CABACAL","FURTO",2014-07-01,2
"10722","RIBEIRAO CASCALHEIRA","FURTO",2014-07-01,7
"10723","RIBEIRAOZINHO","FURTO",2014-07-01,3
"10724","RIO BRANCO","FURTO",2014-07-01,1
"10725","RONDOLANDIA","FURTO",2014-07-01,1
"10726","RONDONOPOLIS","FURTO",2014-07-01,249
"10727","ROSARIO OESTE","FURTO",2014-07-01,32
"10728","SANTA CARMEN","FURTO",2014-07-01,2
"10729","SANTA CRUZ DO XINGU","FURTO",2014-07-01,1
"10730","SANTA TEREZINHA","FURTO",2014-07-01,1
"10731","SANTO AFONSO","FURTO",2014-07-01,1
"10732","SANTO ANTONIO DO LEVERGER","FURTO",2014-07-01,6
"10733","SAO FELIX DO ARAGUAIA","FURTO",2014-07-01,5
"10734","SAO JOSE DO POVO","FURTO",2014-07-01,3
"10735","SAO JOSE DO RIO CLARO","FURTO",2014-07-01,10
"10736","SAO JOSE DO XINGU","FURTO",2014-07-01,3
"10737","SAO JOSE DOS QUATRO MARCOS","FURTO",2014-07-01,11
"10738","SAO PEDRO DA CIPA","FURTO",2014-07-01,1
"10739","SAPEZAL","FURTO",2014-07-01,24
"10740","SERRA NOVA DOURADA","FURTO",2014-07-01,1
"10741","SINOP","FURTO",2014-07-01,111
"10742","SORRISO","FURTO",2014-07-01,67
"10743","TANGARA DA SERRA","FURTO",2014-07-01,70
"10744","TAPURAH","FURTO",2014-07-01,7
"10745","TERRA NOVA DO NORTE","FURTO",2014-07-01,4
"10746","TESOURO","FURTO",2014-07-01,1
"10747","TORIXOREU","FURTO",2014-07-01,4
"10748","UNIAO DO SUL","FURTO",2014-07-01,2
"10749","VALE DE SAO DOMINGOS","FURTO",2014-07-01,3
"10750","VARZEA GRANDE","FURTO",2014-07-01,254
"10751","VERA","FURTO",2014-07-01,5
"10752","VILA BELA DA SS TRINDADE","FURTO",2014-07-01,15
"10753","VILA RICA","FURTO",2014-07-01,38
"10754","AGUA BOA","HOMICÍDIO DOLOSO",2014-07-01,1
"10755","ALTA FLORESTA","HOMICÍDIO DOLOSO",2014-07-01,5
"10756","ALTO PARAGUAI","HOMICÍDIO DOLOSO",2014-07-01,1
"10757","ALTO TAQUARI","HOMICÍDIO DOLOSO",2014-07-01,1
"10758","ARIPUANA","HOMICÍDIO DOLOSO",2014-07-01,2
"10759","BARAO DE MELGACO","HOMICÍDIO DOLOSO",2014-07-01,2
"10760","BARRA DO GARCAS","HOMICÍDIO DOLOSO",2014-07-01,1
"10761","CACERES","HOMICÍDIO DOLOSO",2014-07-01,4
"10762","CAMPO NOVO DO PARECIS","HOMICÍDIO DOLOSO",2014-07-01,1
"10763","CAMPOS DE JULIO","HOMICÍDIO DOLOSO",2014-07-01,1
"10764","CANARANA","HOMICÍDIO DOLOSO",2014-07-01,1
"10765","CARLINDA","HOMICÍDIO DOLOSO",2014-07-01,2
"10766","CHAPADA DOS GUIMARAES","HOMICÍDIO DOLOSO",2014-07-01,1
"10767","COLNIZA","HOMICÍDIO DOLOSO",2014-07-01,1
"10768","CONFRESA","HOMICÍDIO DOLOSO",2014-07-01,2
"10769","CUIABA","HOMICÍDIO DOLOSO",2014-07-01,51
"10770","FELIZ NATAL","HOMICÍDIO DOLOSO",2014-07-01,1
"10771","GUARANTA DO NORTE","HOMICÍDIO DOLOSO",2014-07-01,1
"10772","JAURU","HOMICÍDIO DOLOSO",2014-07-01,1
"10773","JUARA","HOMICÍDIO DOLOSO",2014-07-01,1
"10774","JUINA","HOMICÍDIO DOLOSO",2014-07-01,1
"10775","LUCIARA","HOMICÍDIO DOLOSO",2014-07-01,1
"10776","NOBRES","HOMICÍDIO DOLOSO",2014-07-01,3
"10777","NORTELANDIA","HOMICÍDIO DOLOSO",2014-07-01,1
"10778","NOSSA SRA DO LIVRAMENTO","HOMICÍDIO DOLOSO",2014-07-01,1
"10779","NOVA LACERDA","HOMICÍDIO DOLOSO",2014-07-01,1
"10780","NOVA MARINGA","HOMICÍDIO DOLOSO",2014-07-01,1
"10781","NOVA MUTUM","HOMICÍDIO DOLOSO",2014-07-01,2
"10782","NOVA OLIMPIA","HOMICÍDIO DOLOSO",2014-07-01,1
"10783","NOVA XAVANTINA","HOMICÍDIO DOLOSO",2014-07-01,2
"10784","PARANAITA","HOMICÍDIO DOLOSO",2014-07-01,2
"10785","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2014-07-01,2
"10786","POCONE","HOMICÍDIO DOLOSO",2014-07-01,2
"10787","PONTAL DO ARAGUAIA","HOMICÍDIO DOLOSO",2014-07-01,1
"10788","PONTES E LACERDA","HOMICÍDIO DOLOSO",2014-07-01,12
"10789","PORTO ESPERIDIAO","HOMICÍDIO DOLOSO",2014-07-01,1
"10790","QUERENCIA","HOMICÍDIO DOLOSO",2014-07-01,3
"10791","RIBEIRAOZINHO","HOMICÍDIO DOLOSO",2014-07-01,1
"10792","RONDONOPOLIS","HOMICÍDIO DOLOSO",2014-07-01,19
"10793","SAO FELIX DO ARAGUAIA","HOMICÍDIO DOLOSO",2014-07-01,2
"10794","SINOP","HOMICÍDIO DOLOSO",2014-07-01,14
"10795","SORRISO","HOMICÍDIO DOLOSO",2014-07-01,1
"10796","TANGARA DA SERRA","HOMICÍDIO DOLOSO",2014-07-01,2
"10797","VARZEA GRANDE","HOMICÍDIO DOLOSO",2014-07-01,41
"10798","VILA BELA DA SS TRINDADE","HOMICÍDIO DOLOSO",2014-07-01,1
"10799","VILA RICA","HOMICÍDIO DOLOSO",2014-07-01,1
"10800","COMODORO","LESÃO CORPORAL SEGUIDA DE MORTE",2014-07-01,1
"10801","DIAMANTINO","LESÃO CORPORAL SEGUIDA DE MORTE",2014-07-01,1
"10802","ROSARIO OESTE","LESÃO CORPORAL SEGUIDA DE MORTE",2014-07-01,1
"10803","VARZEA GRANDE","LESÃO CORPORAL SEGUIDA DE MORTE",2014-07-01,2
"10804","AGUA BOA","ROUBO",2014-07-01,1
"10805","ALTA FLORESTA","ROUBO",2014-07-01,5
"10806","ALTO ARAGUAIA","ROUBO",2014-07-01,3
"10807","ALTO GARCAS","ROUBO",2014-07-01,1
"10808","ALTO TAQUARI","ROUBO",2014-07-01,2
"10809","ARAPUTANGA","ROUBO",2014-07-01,2
"10810","ARENAPOLIS","ROUBO",2014-07-01,1
"10811","BARRA DO BUGRES","ROUBO",2014-07-01,2
"10812","BARRA DO GARCAS","ROUBO",2014-07-01,16
"10813","BOM JESUS DO ARAGUAIA","ROUBO",2014-07-01,1
"10814","CACERES","ROUBO",2014-07-01,42
"10815","CAMPINAPOLIS","ROUBO",2014-07-01,2
"10816","CAMPO NOVO DO PARECIS","ROUBO",2014-07-01,3
"10817","CAMPO VERDE","ROUBO",2014-07-01,12
"10818","CAMPOS DE JULIO","ROUBO",2014-07-01,2
"10819","COCALINHO","ROUBO",2014-07-01,4
"10820","COLIDER","ROUBO",2014-07-01,4
"10821","COMODORO","ROUBO",2014-07-01,1
"10822","CONFRESA","ROUBO",2014-07-01,5
"10823","CONQUISTA DOESTE","ROUBO",2014-07-01,2
"10824","CUIABA","ROUBO",2014-07-01,447
"10825","CURVELANDIA","ROUBO",2014-07-01,1
"10826","DENISE","ROUBO",2014-07-01,1
"10827","DIAMANTINO","ROUBO",2014-07-01,8
"10828","FIGUEIROPOLIS D""OESTE","ROUBO",2014-07-01,1
"10829","GENERAL CARNEIRO","ROUBO",2014-07-01,1
"10830","GUIRATINGA","ROUBO",2014-07-01,1
"10831","ITIQUIRA","ROUBO",2014-07-01,1
"10832","JACIARA","ROUBO",2014-07-01,8
"10833","JANGADA","ROUBO",2014-07-01,2
"10834","JUINA","ROUBO",2014-07-01,7
"10835","JUSCIMEIRA","ROUBO",2014-07-01,1
"10836","LUCAS DO RIO VERDE","ROUBO",2014-07-01,18
"10837","MARCELANDIA","ROUBO",2014-07-01,1
"10838","MATUPA","ROUBO",2014-07-01,4
"10839","MIRASSOL D""OESTE","ROUBO",2014-07-01,4
"10840","NORTELANDIA","ROUBO",2014-07-01,1
"10841","NOSSA SRA DO LIVRAMENTO","ROUBO",2014-07-01,4
"10842","NOVA MUTUM","ROUBO",2014-07-01,29
"10843","NOVA OLIMPIA","ROUBO",2014-07-01,1
"10844","NOVA XAVANTINA","ROUBO",2014-07-01,3
"10845","PARANAITA","ROUBO",2014-07-01,1
"10846","PARANATINGA","ROUBO",2014-07-01,1
"10847","PEDRA PRETA","ROUBO",2014-07-01,5
"10848","PEIXOTO DE AZEVEDO","ROUBO",2014-07-01,13
"10849","POCONE","ROUBO",2014-07-01,8
"10850","PONTES E LACERDA","ROUBO",2014-07-01,13
"10851","PORTO ALEGRE DO NORTE","ROUBO",2014-07-01,7
"10852","POXOREO","ROUBO",2014-07-01,1
"10853","PRIMAVERA DO LESTE","ROUBO",2014-07-01,9
"10854","QUERENCIA","ROUBO",2014-07-01,3
"10855","RONDONOPOLIS","ROUBO",2014-07-01,142
"10856","SANTO ANTONIO DO LEVERGER","ROUBO",2014-07-01,6
"10857","SAO JOSE DO RIO CLARO","ROUBO",2014-07-01,2
"10858","SAO JOSE DOS QUATRO MARCOS","ROUBO",2014-07-01,3
"10859","SAPEZAL","ROUBO",2014-07-01,1
"10860","SINOP","ROUBO",2014-07-01,52
"10861","SORRISO","ROUBO",2014-07-01,34
"10862","TANGARA DA SERRA","ROUBO",2014-07-01,7
"10863","VALE DE SAO DOMINGOS","ROUBO",2014-07-01,1
"10864","VARZEA GRANDE","ROUBO",2014-07-01,265
"10865","VERA","ROUBO",2014-07-01,1
"10866","VILA RICA","ROUBO",2014-07-01,4
"10867","COLNIZA","ROUBO SEGUIDO DE MORTE",2014-07-01,1
"10868","CUIABA","ROUBO SEGUIDO DE MORTE",2014-07-01,2
"10869","MARCELANDIA","ROUBO SEGUIDO DE MORTE",2014-07-01,1
"10870","NOVA MUTUM","ROUBO SEGUIDO DE MORTE",2014-07-01,1
"10871","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2014-07-01,2
"10872","ACORIZAL","FURTO",2014-08-01,1
"10873","AGUA BOA","FURTO",2014-08-01,29
"10874","ALTA FLORESTA","FURTO",2014-08-01,54
"10875","ALTO ARAGUAIA","FURTO",2014-08-01,23
"10876","ALTO BOA VISTA","FURTO",2014-08-01,4
"10877","ALTO GARCAS","FURTO",2014-08-01,5
"10878","ALTO PARAGUAI","FURTO",2014-08-01,2
"10879","ALTO TAQUARI","FURTO",2014-08-01,14
"10880","APIACAS","FURTO",2014-08-01,1
"10881","ARAGUAIANA","FURTO",2014-08-01,3
"10882","ARAPUTANGA","FURTO",2014-08-01,32
"10883","ARENAPOLIS","FURTO",2014-08-01,5
"10884","ARIPUANA","FURTO",2014-08-01,16
"10885","BARAO DE MELGACO","FURTO",2014-08-01,1
"10886","BARRA DO BUGRES","FURTO",2014-08-01,7
"10887","BARRA DO GARCAS","FURTO",2014-08-01,130
"10888","BOM JESUS DO ARAGUAIA","FURTO",2014-08-01,1
"10889","BRASNORTE","FURTO",2014-08-01,8
"10890","CACERES","FURTO",2014-08-01,92
"10891","CAMPINAPOLIS","FURTO",2014-08-01,6
"10892","CAMPO NOVO DO PARECIS","FURTO",2014-08-01,32
"10893","CAMPO VERDE","FURTO",2014-08-01,17
"10894","CAMPOS DE JULIO","FURTO",2014-08-01,7
"10895","CANABRAVA DO NORTE","FURTO",2014-08-01,3
"10896","CANARANA","FURTO",2014-08-01,19
"10897","CARLINDA","FURTO",2014-08-01,1
"10898","CASTANHEIRA","FURTO",2014-08-01,5
"10899","CHAPADA DOS GUIMARAES","FURTO",2014-08-01,32
"10900","CLAUDIA","FURTO",2014-08-01,3
"10901","COLIDER","FURTO",2014-08-01,24
"10902","COLNIZA","FURTO",2014-08-01,13
"10903","COMODORO","FURTO",2014-08-01,13
"10904","CONFRESA","FURTO",2014-08-01,30
"10905","CONQUISTA DOESTE","FURTO",2014-08-01,1
"10906","COTRIGUACU","FURTO",2014-08-01,6
"10907","CUIABA","FURTO",2014-08-01,980
"10908","CURVELANDIA","FURTO",2014-08-01,2
"10909","DENISE","FURTO",2014-08-01,2
"10910","DIAMANTINO","FURTO",2014-08-01,20
"10911","DOM AQUINO","FURTO",2014-08-01,2
"10912","FELIZ NATAL","FURTO",2014-08-01,5
"10913","GENERAL CARNEIRO","FURTO",2014-08-01,11
"10914","GUARANTA DO NORTE","FURTO",2014-08-01,11
"10915","GUIRATINGA","FURTO",2014-08-01,3
"10916","INDIAVAI","FURTO",2014-08-01,1
"10917","ITAUBA","FURTO",2014-08-01,3
"10918","ITIQUIRA","FURTO",2014-08-01,9
"10919","JACIARA","FURTO",2014-08-01,28
"10920","JANGADA","FURTO",2014-08-01,1
"10921","JAURU","FURTO",2014-08-01,2
"10922","JUARA","FURTO",2014-08-01,18
"10923","JUINA","FURTO",2014-08-01,69
"10924","JURUENA","FURTO",2014-08-01,4
"10925","JUSCIMEIRA","FURTO",2014-08-01,4
"10926","LAMBARI DOESTE","FURTO",2014-08-01,1
"10927","LUCAS DO RIO VERDE","FURTO",2014-08-01,42
"10928","LUCIARA","FURTO",2014-08-01,3
"10929","MARCELANDIA","FURTO",2014-08-01,3
"10930","MATUPA","FURTO",2014-08-01,9
"10931","MIRASSOL D""OESTE","FURTO",2014-08-01,14
"10932","NOBRES","FURTO",2014-08-01,11
"10933","NORTELANDIA","FURTO",2014-08-01,6
"10934","NOSSA SRA DO LIVRAMENTO","FURTO",2014-08-01,14
"10935","NOVA BANDEIRANTE","FURTO",2014-08-01,1
"10936","NOVA BRASILANDIA","FURTO",2014-08-01,1
"10937","NOVA CANAA DO NORTE","FURTO",2014-08-01,3
"10938","NOVA LACERDA","FURTO",2014-08-01,1
"10939","NOVA MARILANDIA","FURTO",2014-08-01,1
"10940","NOVA MARINGA","FURTO",2014-08-01,16
"10941","NOVA MUTUM","FURTO",2014-08-01,62
"10942","NOVA OLIMPIA","FURTO",2014-08-01,4
"10943","NOVA UBIRATA","FURTO",2014-08-01,6
"10944","NOVA XAVANTINA","FURTO",2014-08-01,48
"10945","NOVO HORIZONTE DO NORTE","FURTO",2014-08-01,5
"10946","NOVO SANTO ANTONIO","FURTO",2014-08-01,2
"10947","PARANAITA","FURTO",2014-08-01,4
"10948","PARANATINGA","FURTO",2014-08-01,9
"10949","PEDRA PRETA","FURTO",2014-08-01,12
"10950","PEIXOTO DE AZEVEDO","FURTO",2014-08-01,21
"10951","POCONE","FURTO",2014-08-01,19
"10952","PONTAL DO ARAGUAIA","FURTO",2014-08-01,6
"10953","PONTES E LACERDA","FURTO",2014-08-01,59
"10954","PORTO ALEGRE DO NORTE","FURTO",2014-08-01,6
"10955","PORTO DOS GAUCHOS","FURTO",2014-08-01,9
"10956","PORTO ESPERIDIAO","FURTO",2014-08-01,1
"10957","POXOREO","FURTO",2014-08-01,7
"10958","PRIMAVERA DO LESTE","FURTO",2014-08-01,52
"10959","QUERENCIA","FURTO",2014-08-01,18
"10960","RESERVA DO CABACAL","FURTO",2014-08-01,3
"10961","RIBEIRAO CASCALHEIRA","FURTO",2014-08-01,5
"10962","RIBEIRAOZINHO","FURTO",2014-08-01,1
"10963","RIO BRANCO","FURTO",2014-08-01,3
"10964","RONDONOPOLIS","FURTO",2014-08-01,217
"10965","ROSARIO OESTE","FURTO",2014-08-01,33
"10966","SANTA CRUZ DO XINGU","FURTO",2014-08-01,1
"10967","SANTA TEREZINHA","FURTO",2014-08-01,1
"10968","SANTO ANTONIO DO LEVERGER","FURTO",2014-08-01,11
"10969","SAO FELIX DO ARAGUAIA","FURTO",2014-08-01,5
"10970","SAO JOSE DO POVO","FURTO",2014-08-01,1
"10971","SAO JOSE DO RIO CLARO","FURTO",2014-08-01,22
"10972","SAO JOSE DO XINGU","FURTO",2014-08-01,4
"10973","SAO JOSE DOS QUATRO MARCOS","FURTO",2014-08-01,13
"10974","SAO PEDRO DA CIPA","FURTO",2014-08-01,3
"10975","SAPEZAL","FURTO",2014-08-01,20
"10976","SINOP","FURTO",2014-08-01,27
"10977","SORRISO","FURTO",2014-08-01,80
"10978","TANGARA DA SERRA","FURTO",2014-08-01,78
"10979","TAPURAH","FURTO",2014-08-01,2
"10980","TERRA NOVA DO NORTE","FURTO",2014-08-01,1
"10981","TESOURO","FURTO",2014-08-01,4
"10982","TORIXOREU","FURTO",2014-08-01,5
"10983","VALE DE SAO DOMINGOS","FURTO",2014-08-01,1
"10984","VARZEA GRANDE","FURTO",2014-08-01,249
"10985","VERA","FURTO",2014-08-01,3
"10986","VILA BELA DA SS TRINDADE","FURTO",2014-08-01,5
"10987","VILA RICA","FURTO",2014-08-01,22
"10988","ACORIZAL","HOMICÍDIO DOLOSO",2014-08-01,1
"10989","AGUA BOA","HOMICÍDIO DOLOSO",2014-08-01,1
"10990","ALTA FLORESTA","HOMICÍDIO DOLOSO",2014-08-01,9
"10991","ALTO ARAGUAIA","HOMICÍDIO DOLOSO",2014-08-01,2
"10992","APIACAS","HOMICÍDIO DOLOSO",2014-08-01,1
"10993","ARAPUTANGA","HOMICÍDIO DOLOSO",2014-08-01,1
"10994","ARENAPOLIS","HOMICÍDIO DOLOSO",2014-08-01,1
"10995","ARIPUANA","HOMICÍDIO DOLOSO",2014-08-01,2
"10996","BARRA DO GARCAS","HOMICÍDIO DOLOSO",2014-08-01,1
"10997","CACERES","HOMICÍDIO DOLOSO",2014-08-01,7
"10998","CAMPO VERDE","HOMICÍDIO DOLOSO",2014-08-01,1
"10999","CAMPOS DE JULIO","HOMICÍDIO DOLOSO",2014-08-01,1
"11000","CANARANA","HOMICÍDIO DOLOSO",2014-08-01,3
"11001","CARLINDA","HOMICÍDIO DOLOSO",2014-08-01,1
"11002","COLNIZA","HOMICÍDIO DOLOSO",2014-08-01,2
"11003","COMODORO","HOMICÍDIO DOLOSO",2014-08-01,2
"11004","CONFRESA","HOMICÍDIO DOLOSO",2014-08-01,2
"11005","COTRIGUACU","HOMICÍDIO DOLOSO",2014-08-01,3
"11006","CUIABA","HOMICÍDIO DOLOSO",2014-08-01,78
"11007","ITANHANGA","HOMICÍDIO DOLOSO",2014-08-01,2
"11008","JANGADA","HOMICÍDIO DOLOSO",2014-08-01,1
"11009","JUARA","HOMICÍDIO DOLOSO",2014-08-01,1
"11010","JUINA","HOMICÍDIO DOLOSO",2014-08-01,3
"11011","LUCAS DO RIO VERDE","HOMICÍDIO DOLOSO",2014-08-01,2
"11012","NOVA LACERDA","HOMICÍDIO DOLOSO",2014-08-01,1
"11013","NOVA MONTEVERDE","HOMICÍDIO DOLOSO",2014-08-01,2
"11014","NOVA MUTUM","HOMICÍDIO DOLOSO",2014-08-01,4
"11015","PARANATINGA","HOMICÍDIO DOLOSO",2014-08-01,3
"11016","PEDRA PRETA","HOMICÍDIO DOLOSO",2014-08-01,1
"11017","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2014-08-01,2
"11018","POCONE","HOMICÍDIO DOLOSO",2014-08-01,1
"11019","PONTES E LACERDA","HOMICÍDIO DOLOSO",2014-08-01,9
"11020","PORTO ALEGRE DO NORTE","HOMICÍDIO DOLOSO",2014-08-01,1
"11021","QUERENCIA","HOMICÍDIO DOLOSO",2014-08-01,2
"11022","RIBEIRAO CASCALHEIRA","HOMICÍDIO DOLOSO",2014-08-01,1
"11023","RONDONOPOLIS","HOMICÍDIO DOLOSO",2014-08-01,23
"11024","SANTA TEREZINHA","HOMICÍDIO DOLOSO",2014-08-01,2
"11025","SANTO ANTONIO DO LEVERGER","HOMICÍDIO DOLOSO",2014-08-01,2
"11026","SAO FELIX DO ARAGUAIA","HOMICÍDIO DOLOSO",2014-08-01,3
"11027","SAO JOSE DO XINGU","HOMICÍDIO DOLOSO",2014-08-01,1
"11028","SAO JOSE DOS QUATRO MARCOS","HOMICÍDIO DOLOSO",2014-08-01,1
"11029","SAPEZAL","HOMICÍDIO DOLOSO",2014-08-01,2
"11030","SINOP","HOMICÍDIO DOLOSO",2014-08-01,3
"11031","SORRISO","HOMICÍDIO DOLOSO",2014-08-01,5
"11032","VARZEA GRANDE","HOMICÍDIO DOLOSO",2014-08-01,41
"11033","VILA RICA","HOMICÍDIO DOLOSO",2014-08-01,4
"11034","CUIABA","LESÃO CORPORAL SEGUIDA DE MORTE",2014-08-01,2
"11035","NOVA XAVANTINA","LESÃO CORPORAL SEGUIDA DE MORTE",2014-08-01,1
"11036","RONDONOPOLIS","LESÃO CORPORAL SEGUIDA DE MORTE",2014-08-01,3
"11037","AGUA BOA","ROUBO",2014-08-01,3
"11038","ALTA FLORESTA","ROUBO",2014-08-01,10
"11039","ALTO ARAGUAIA","ROUBO",2014-08-01,3
"11040","ALTO GARCAS","ROUBO",2014-08-01,3
"11041","ARAPUTANGA","ROUBO",2014-08-01,4
"11042","ARENAPOLIS","ROUBO",2014-08-01,1
"11043","BARRA DO BUGRES","ROUBO",2014-08-01,2
"11044","BARRA DO GARCAS","ROUBO",2014-08-01,11
"11045","CACERES","ROUBO",2014-08-01,18
"11046","CAMPINAPOLIS","ROUBO",2014-08-01,4
"11047","CAMPO NOVO DO PARECIS","ROUBO",2014-08-01,13
"11048","CAMPO VERDE","ROUBO",2014-08-01,3
"11049","CAMPOS DE JULIO","ROUBO",2014-08-01,1
"11050","CANARANA","ROUBO",2014-08-01,2
"11051","CASTANHEIRA","ROUBO",2014-08-01,1
"11052","COLIDER","ROUBO",2014-08-01,2
"11053","COMODORO","ROUBO",2014-08-01,1
"11054","CONFRESA","ROUBO",2014-08-01,4
"11055","CONQUISTA DOESTE","ROUBO",2014-08-01,1
"11056","CUIABA","ROUBO",2014-08-01,594
"11057","DIAMANTINO","ROUBO",2014-08-01,3
"11058","FELIZ NATAL","ROUBO",2014-08-01,1
"11059","FIGUEIROPOLIS D""OESTE","ROUBO",2014-08-01,2
"11060","GLORIA DOESTE","ROUBO",2014-08-01,1
"11061","GUARANTA DO NORTE","ROUBO",2014-08-01,2
"11062","IPIRANGA DO NORTE","ROUBO",2014-08-01,2
"11063","JACIARA","ROUBO",2014-08-01,6
"11064","JANGADA","ROUBO",2014-08-01,1
"11065","JAURU","ROUBO",2014-08-01,2
"11066","JUARA","ROUBO",2014-08-01,1
"11067","JUINA","ROUBO",2014-08-01,2
"11068","JUSCIMEIRA","ROUBO",2014-08-01,2
"11069","LUCAS DO RIO VERDE","ROUBO",2014-08-01,21
"11070","MIRASSOL D""OESTE","ROUBO",2014-08-01,2
"11071","NOBRES","ROUBO",2014-08-01,2
"11072","NOSSA SRA DO LIVRAMENTO","ROUBO",2014-08-01,1
"11073","NOVA MUTUM","ROUBO",2014-08-01,22
"11074","NOVA UBIRATA","ROUBO",2014-08-01,1
"11075","NOVA XAVANTINA","ROUBO",2014-08-01,2
"11076","PARANAITA","ROUBO",2014-08-01,1
"11077","PARANATINGA","ROUBO",2014-08-01,2
"11078","PEDRA PRETA","ROUBO",2014-08-01,3
"11079","PEIXOTO DE AZEVEDO","ROUBO",2014-08-01,9
"11080","POCONE","ROUBO",2014-08-01,14
"11081","PONTES E LACERDA","ROUBO",2014-08-01,13
"11082","PRIMAVERA DO LESTE","ROUBO",2014-08-01,16
"11083","QUERENCIA","ROUBO",2014-08-01,4
"11084","RIBEIRAO CASCALHEIRA","ROUBO",2014-08-01,2
"11085","RONDONOPOLIS","ROUBO",2014-08-01,161
"11086","ROSARIO OESTE","ROUBO",2014-08-01,4
"11087","SANTO ANTONIO DO LEVERGER","ROUBO",2014-08-01,1
"11088","SAO JOSE DO RIO CLARO","ROUBO",2014-08-01,2
"11089","SAO JOSE DOS QUATRO MARCOS","ROUBO",2014-08-01,7
"11090","SAPEZAL","ROUBO",2014-08-01,4
"11091","SINOP","ROUBO",2014-08-01,19
"11092","SORRISO","ROUBO",2014-08-01,31
"11093","TANGARA DA SERRA","ROUBO",2014-08-01,9
"11094","TORIXOREU","ROUBO",2014-08-01,1
"11095","VARZEA GRANDE","ROUBO",2014-08-01,266
"11096","VILA RICA","ROUBO",2014-08-01,4
"11097","CUIABA","ROUBO SEGUIDO DE MORTE",2014-08-01,3
"11098","RONDONOPOLIS","ROUBO SEGUIDO DE MORTE",2014-08-01,2
"11099","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2014-08-01,5
"11100","ACORIZAL","FURTO",2014-09-01,8
"11101","AGUA BOA","FURTO",2014-09-01,42
"11102","ALTA FLORESTA","FURTO",2014-09-01,39
"11103","ALTO ARAGUAIA","FURTO",2014-09-01,12
"11104","ALTO BOA VISTA","FURTO",2014-09-01,3
"11105","ALTO GARCAS","FURTO",2014-09-01,16
"11106","ALTO PARAGUAI","FURTO",2014-09-01,5
"11107","ALTO TAQUARI","FURTO",2014-09-01,4
"11108","APIACAS","FURTO",2014-09-01,3
"11109","ARAGUAIANA","FURTO",2014-09-01,2
"11110","ARAPUTANGA","FURTO",2014-09-01,28
"11111","ARENAPOLIS","FURTO",2014-09-01,10
"11112","ARIPUANA","FURTO",2014-09-01,18
"11113","BARRA DO BUGRES","FURTO",2014-09-01,1
